ID,Title,Description,Brand/Type,Price (NOK),URL,Image
468009465,"Bavaria 38 AC – Ferie klar, velholdt, 3 lugarer, ny drevbelg 2024 og MYE utstyr","Bavaria 38 AC – Ferie klar, velholdt, 3 lugarer, ny drevbelg 2024 og MYE utstyr",Bavaria Seilbåt/Motorseiler,790000,https://www.finn.no/mobility/item/468009465,https://images.finncdn.no/dynamic/default/item/468009465/202407a1-d6ce-441f-9bbf-6898835af092
467997379,Velholdt en eiers Hanse 355,Velholdt en eiers Hanse 355,Hanse Seilbåt/Motorseiler,850000,https://www.finn.no/mobility/item/467997379,https://images.finncdn.no/dynamic/default/item/467997379/04ec1fb3-323b-4fad-8bb2-396a223f6f70
362591671,Hunter 33 2008 mod,Hunter 33 2008 mod,Hunter Seilbåt/Motorseiler,540000,https://www.finn.no/mobility/item/362591671,https://images.finncdn.no/dynamic/default/2024/7/vertical-0/25/1/362/591/671_2b8b80ba-3d0d-4872-9a03-d198a7c3e514.jpg
465464074,Bavaria Cruiser AC 34,Bavaria Cruiser AC 34,Bavaria Seilbåt/Motorseiler,425000,https://www.finn.no/mobility/item/465464074,https://images.finncdn.no/dynamic/default/item/465464074/509f4b04-f734-4044-b1a7-2d560425da38
213222220,Godt utstyrt Bavaria 38,Godt utstyrt Bavaria 38,Bavaria Seilbåt/Motorseiler,870000,https://www.finn.no/mobility/item/213222220,https://images.finncdn.no/dynamic/default/2021/3/vertical-0/31/0/213/222/220_1861692213.jpg
467830283,Velutstyrt Granada Regina 33 (Ny motor i 2019),Velutstyrt Granada Regina 33 (Ny motor i 2019),Granada Seilbåt/Motorseiler,270000,https://www.finn.no/mobility/item/467830283,https://images.finncdn.no/dynamic/default/item/467830283/1712b3ea-9c11-4f93-a191-3982a60f71f8
413596683,"NY PRIS - Colin Archer 42 fot - ny stormast, vant og forstag 2026","NY PRIS - Colin Archer 42 fot - ny stormast, vant og forstag 2026",Colin Archer Seilbåt/Motorseiler,600000,https://www.finn.no/mobility/item/413596683,https://images.finncdn.no/dynamic/default/cd/cd11c879-2913-4363-a43a-f5e6c9a776b6
465570736,Bavaria 34 AC 2001,Bavaria 34 AC 2001,Bavaria Seilbåt/Motorseiler,425000,https://www.finn.no/mobility/item/465570736,https://images.finncdn.no/dynamic/default/item/465570736/7311226d-795b-4bd9-aa5a-b7fc03ae5366
461904482,"I Hellas, Bavaria 40, Norskregistrert","I Hellas, Bavaria 40, Norskregistrert",Bavaria Seilbåt/Motorseiler,750000,https://www.finn.no/mobility/item/461904482,https://images.finncdn.no/dynamic/default/item/461904482/56044de4-6880-4d15-a947-e0bdc3b1ce04
466047599,"Nydelig Delphia 33.3, én eier og meget velholdt.","Nydelig Delphia 33.3, én eier og meget velholdt.",Delphia Seilbåt/Motorseiler,830000,https://www.finn.no/mobility/item/466047599,https://images.finncdn.no/dynamic/default/item/466047599/f8b25d9a-73ef-489b-9aa0-60b95773b5ca
438976395,Omega 34,Omega 34,Omega Seilbåt/Motorseiler,160000,https://www.finn.no/mobility/item/438976395,https://images.finncdn.no/dynamic/default/item/438976395/81bec7ed-7e89-4b2f-ad01-29b61f9c3ab6
467438664,Nauticat 33,Nauticat 33,Nauticat Seilbåt/Motorseiler,375000,https://www.finn.no/mobility/item/467438664,https://images.finncdn.no/dynamic/default/item/467438664/7f474658-d549-4169-a17e-9de3b48c81f5
464778623,Bavaria 39 cruiser med mye oppgraderinger,Bavaria 39 cruiser med mye oppgraderinger,Bavaria Seilbåt/Motorseiler,850000,https://www.finn.no/mobility/item/464778623,https://images.finncdn.no/dynamic/default/item/464778623/eec201c0-2f52-4447-abd9-96169d29cde0
467362599,Vindø 45 (34 fot) – 1982 – velkjent klassiker med omfattende oppgraderinger,Vindø 45 (34 fot) – 1982 – velkjent klassiker med omfattende oppgraderinger,Vindö Seilbåt/Motorseiler,500000,https://www.finn.no/mobility/item/467362599,https://images.finncdn.no/dynamic/default/item/467362599/3bf2e636-0762-4213-b81e-37fcce1d4be3
465151649,SY REVEN,SY REVEN,Andre Seilbåt/Motorseiler,300000,https://www.finn.no/mobility/item/465151649,https://images.finncdn.no/dynamic/default/item/465151649/fe515e7f-cdd0-457d-9977-78b2f2ebba3d
466715627,Maxi 999,Maxi 999,Maxi Seilbåt/Motorseiler,235000,https://www.finn.no/mobility/item/466715627,https://images.finncdn.no/dynamic/default/item/466715627/1b95ccab-76f0-47d2-923d-024948c8b58a
467304817,Jeanneau Sun Odyssey 35,Jeanneau Sun Odyssey 35,Jeanneau Seilbåt/Motorseiler,695000,https://www.finn.no/mobility/item/467304817,https://images.finncdn.no/dynamic/default/item/467304817/c162d963-919c-4c97-a236-e4dbce0f2440
412980777,Svært vakker Colin Archer vurderes solgt,Svært vakker Colin Archer vurderes solgt,Colin Archer Seilbåt/Motorseiler,650000,https://www.finn.no/mobility/item/412980777,https://images.finncdn.no/dynamic/default/ba/bafe540b-6310-42ae-9b8b-9013f2353c29
23470374,Opplev Hanse 350 før kjøp,Opplev Hanse 350 før kjøp,Hanse Seilbåt/Motorseiler,349000,https://www.finn.no/mobility/item/23470374,https://images.finncdn.no/dynamic/default/item/23470374/67a8a9af-bc10-4768-93b8-93cd2087a51c
463977425,"STABUKK, Selges som den er på Azorene eller ved Gibraltarstredet","STABUKK, Selges som den er på Azorene eller ved Gibraltarstredet",Hero Seilbåt/Motorseiler,349000,https://www.finn.no/mobility/item/463977425,https://images.finncdn.no/dynamic/default/item/463977425/7da6ce56-1b6b-4be8-86dc-2af1b5ec9e76
467167238,Racer / Cruiser / Langtursbåt i Middelhavet. Oppgradert og godt vedlikeholdt,Racer / Cruiser / Langtursbåt i Middelhavet. Oppgradert og godt vedlikeholdt,Pogo Seilbåt/Motorseiler,935000,https://www.finn.no/mobility/item/467167238,https://images.finncdn.no/dynamic/default/item/467167238/96bb6169-163b-45b0-93ac-276e32fd1ceb
466340038,"*RESERVERT* Dufour gibsee 37, 2002 mod, 29hk","*RESERVERT* Dufour gibsee 37, 2002 mod, 29hk",Dufour Seilbåt/Motorseiler,520000,https://www.finn.no/mobility/item/466340038,https://images.finncdn.no/dynamic/default/item/466340038/44277ef1-52c1-49a1-9eb1-4c257745f07d
466697194,Nydelig Bavaria 37 Cruiser med ny motor,Nydelig Bavaria 37 Cruiser med ny motor,Bavaria Seilbåt/Motorseiler,790000,https://www.finn.no/mobility/item/466697194,https://images.finncdn.no/dynamic/default/item/466697194/614aff9c-778f-403f-b7c0-5007b1cc51e0
464850659,Bavaria 36,Bavaria 36,Bavaria Seilbåt/Motorseiler,560000,https://www.finn.no/mobility/item/464850659,https://images.finncdn.no/dynamic/default/item/464850659/966e3f32-1401-43fb-9a07-65e2c7e83566
398404866,"Motorseiler,robust familibåt,hytte på sjøen.","Motorseiler,robust familibåt,hytte på sjøen.",Beneteau Seilbåt/Motorseiler,250000,https://www.finn.no/mobility/item/398404866,https://images.finncdn.no/dynamic/default/f9/f9c3cbcb-2c86-490f-9233-78be02b93c6c
459597476,Colin archer skøyte,Colin archer skøyte,Colin Archer Seilbåt/Motorseiler,100000,https://www.finn.no/mobility/item/459597476,https://images.finncdn.no/dynamic/default/item/459597476/e613ac78-e880-4d00-b037-eed5b5af4b1e
421679046,"Bud Mottatt! Moody 42 mkII Dekkshus Nye bilder+video! (3 lugarer,2 bad)","Bud Mottatt! Moody 42 mkII Dekkshus Nye bilder+video! (3 lugarer,2 bad)",Moody Seilbåt/Motorseiler,750000,https://www.finn.no/mobility/item/421679046,https://images.finncdn.no/dynamic/default/item/421679046/46943bf7-e51e-45ee-9c2b-f143f702c341
428396706,Marieholm- Fortissimo 33,Marieholm- Fortissimo 33,Marieholm Seilbåt/Motorseiler,95000,https://www.finn.no/mobility/item/428396706,https://images.finncdn.no/dynamic/default/item/428396706/8ed1e051-ad4f-41de-ad65-233499661bde
466807438,Cobelens (Kobelenz) 40 Ketch - Langkjøl - GI BUD!,Cobelens (Kobelenz) 40 Ketch - Langkjøl - GI BUD!,Andre Seilbåt/Motorseiler,290000,https://www.finn.no/mobility/item/466807438,https://images.finncdn.no/dynamic/default/item/466807438/363998b1-6fef-4f7c-987a-b0d635509307
461537658,Fjord 33 MS,Fjord 33 MS,Fjord Seilbåt/Motorseiler,300000,https://www.finn.no/mobility/item/461537658,https://images.finncdn.no/dynamic/default/item/461537658/aad188af-7b18-4491-be3e-d1c21926652d
464154694,"Seilbåt 33 fot,","Seilbåt 33 fot,",Andre Seilbåt/Motorseiler,65000,https://www.finn.no/mobility/item/464154694,https://images.finncdn.no/dynamic/default/item/464154694/3fce6910-837b-44cc-80ba-76bd2caee4b5
466651294,Hallberg Rassy  382 // Kvalitets båt med nyere Yanmar motor!,Hallberg Rassy  382 // Kvalitets båt med nyere Yanmar motor!,Hallberg Rassy Seilbåt/Motorseiler,910000,https://www.finn.no/mobility/item/466651294,https://images.finncdn.no/dynamic/default/item/466651294/059f8414-58d2-4fa2-9b26-bad26c2a7072
464111013,Jeanneau Sun Odyssey 42.2 4-lugars versjon selges seilklar,Jeanneau Sun Odyssey 42.2 4-lugars versjon selges seilklar,Jeanneau Seilbåt/Motorseiler,850000,https://www.finn.no/mobility/item/464111013,https://images.finncdn.no/dynamic/default/item/464111013/bed80151-e9b9-49ce-9cb5-54a8dc9dfac1
288198884,Meget pen Bavaria 37 AC,Meget pen Bavaria 37 AC,Bavaria Seilbåt/Motorseiler,639000,https://www.finn.no/mobility/item/288198884,https://images.finncdn.no/dynamic/default/2023/1/vertical-0/19/4/288/198/884_2000498057.jpg
465760512,Bavaria 35 Match regattacruiser. Volvo Penta D1 fra 2022. Nytt drev + autopilot,Bavaria 35 Match regattacruiser. Volvo Penta D1 fra 2022. Nytt drev + autopilot,Bavaria Seilbåt/Motorseiler,499000,https://www.finn.no/mobility/item/465760512,https://images.finncdn.no/dynamic/default/item/465760512/95155443-d13f-4393-9c9e-cca535bd917d
458846216,Jeanneau Sun Fizz 40 – Ferieklar 40-foter med nyere motor og baugthruster,Jeanneau Sun Fizz 40 – Ferieklar 40-foter med nyere motor og baugthruster,Jeanneau Seilbåt/Motorseiler,419000,https://www.finn.no/mobility/item/458846216,https://images.finncdn.no/dynamic/default/item/458846216/818d8195-9ad9-41fb-a17d-45bc1d230c1a
